clf_name,out_rate,R_out_count,P_out_count,P_nor_count,AUC,AP,#VALUE!
Feature Bagging,0.204,1224,1218,4782,0.481796236,0.790143093,0.995098039
Feature Bagging,0.203666667,1222,1222,4778,0.490812706,0.793367227,1
Feature Bagging,0.1985,1191,1191,4809,0.485641165,0.796963579,1
Feature Bagging,0.216666667,1300,1299,4701,0.4550982,0.768470178,0.999230769
Feature Bagging,0.201666667,1210,1210,4790,0.446160217,0.78146878,1
Feature Bagging,0.209166667,1255,1255,4745,0.471030525,0.781396173,1
Feature Bagging,0.209833333,1259,1259,4741,0.480810512,0.783868159,1
Feature Bagging,0.210833333,1265,1265,4735,0.465589275,0.777926508,1
Feature Bagging,0.2055,1233,1233,4767,0.43702574,0.774606316,1
Feature Bagging,0.204,1224,1222,4778,0.488048905,0.792142433,0.998366013
Feature Bagging,0.215666667,1294,1294,4706,0.439861376,0.764660762,1
Feature Bagging,0.209166667,1255,1255,4745,0.460451135,0.77802303,1
Feature Bagging,0.205666667,1234,1234,4766,0.427162009,0.771432199,1
Feature Bagging,0.195,1170,1170,4830,0.453734671,0.790800567,1
Feature Bagging,0.220333333,1322,1322,4678,0.481430121,0.773353519,1
Feature Bagging,0.217333333,1304,1304,4696,0.455710904,0.767970156,1
Feature Bagging,0.215,1290,1290,4710,0.455389325,0.770309638,1
Feature Bagging,0.212666667,1276,1276,4724,0.473939518,0.778729086,1
Feature Bagging,0.205333333,1232,1232,4768,0.440772629,0.775929816,1
Feature Bagging,0.212666667,1276,1276,4724,0.448059532,0.770427613,1
Feature Bagging,0.208333333,1250,1250,4750,0.416421053,0.765309972,1
Feature Bagging,0.2025,1215,1215,4785,0.453023208,0.782689057,1
Feature Bagging,0.206,1236,1236,4764,0.451285124,0.778466826,1
Feature Bagging,0.211833333,1271,1271,4729,0.440983775,0.769085133,1
Feature Bagging,0.194333333,1166,1166,4834,0.424637236,0.782925851,1
Feature Bagging,0.204166667,1225,1224,4776,0.42004274,0.770915748,0.999183673
Feature Bagging,0.2135,1281,1281,4719,0.468986056,0.776259792,1
Feature Bagging,0.209,1254,1253,4747,0.510647596,0.794540305,0.999202552
Feature Bagging,0.209166667,1255,1255,4745,0.501761132,0.791416515,1
Feature Bagging,0.207666667,1246,1246,4754,0.493034842,0.790049591,1
Feature Bagging,0.208333333,1250,1250,4750,0.5296,0.801582667,1
Feature Bagging,0.204,1224,1224,4776,0.546342825,0.811408174,1
Feature Bagging,0.197,1182,1182,4818,0.51693417,0.808402183,1
Feature Bagging,0.213166667,1279,1279,4721,0.503656661,0.788062403,1
Feature Bagging,0.205666667,1234,1234,4766,0.505206722,0.796039142,1
Feature Bagging,0.2125,1275,1275,4725,0.541363212,0.801652784,1
Feature Bagging,0.2095,1257,1257,4743,0.483222858,0.784992499,1
Feature Bagging,0.2,1200,1200,4800,0.5,0.8,1
Feature Bagging,0.206166667,1237,1237,4763,0.513224327,0.798191706,1
Feature Bagging,0.209333333,1256,1256,4744,0.494500596,0.788851523,1
Feature Bagging,0.215833333,1295,1295,4705,0.515015243,0.789291316,1
Feature Bagging,0.201833333,1211,1211,4789,0.525647045,0.806537154,1
Feature Bagging,0.214,1284,1284,4716,0.533800227,0.797579946,1
Feature Bagging,0.206333333,1238,1238,4762,0.509953258,0.796943426,1
Feature Bagging,0.208166667,1249,1249,4751,0.518705682,0.798060622,1
Feature Bagging,0.2095,1257,1257,4743,0.517439845,0.796329813,1
Feature Bagging,0.212,1272,1272,4728,0.537081378,0.80063653,1
Feature Bagging,0.215,1290,1290,4710,0.507233496,0.787451341,1
Feature Bagging,0.202,1212,1212,4788,0.512498242,0.802054829,1
Feature Bagging,0.195166667,1171,1171,4829,0.505018693,0.80641381,1
Feature Bagging,0.213166667,1279,1279,4721,0.475833611,0.778832789,1
Feature Bagging,0.209666667,1258,1258,4742,0.501126154,0.790706779,1
Feature Bagging,0.210333333,1262,1261,4739,0.4858361,0.784997105,0.999207607
Feature Bagging,0.2145,1287,1287,4713,0.474250906,0.776945105,1
Feature Bagging,0.217166667,1303,1303,4697,0.529426451,0.79300199,1
Feature Bagging,0.203833333,1223,1223,4777,0.485987555,0.79165127,1
Feature Bagging,0.205166667,1231,1231,4769,0.521176485,0.801815478,1
Feature Bagging,0.205166667,1231,1231,4769,0.514022238,0.799439745,1
Feature Bagging,0.208333333,1250,1250,4750,0.521010526,0.798673861,1
Feature Bagging,0.2155,1293,1293,4707,0.493768722,0.782400296,1
Feature Bagging,0.201333333,1208,1208,4792,0.471387191,0.789597632,1
Feature Bagging,0.206166667,1237,1237,4763,0.475035859,0.785767929,1
Feature Bagging,0.211,1266,1266,4734,0.507445384,0.791488872,1
Feature Bagging,0.209166667,1255,1255,4745,0.484632597,0.785790634,1
Feature Bagging,0.207833333,1247,1247,4753,0.494853291,0.790476549,1
Feature Bagging,0.202666667,1216,1216,4784,0.479143747,0.790664355,1
Feature Bagging,0.200666667,1204,1204,4796,0.533976265,0.810418824,1
Feature Bagging,0.207166667,1243,1243,4757,0.527647024,0.802046524,1
Feature Bagging,0.211666667,1270,1270,4730,0.497594513,0.787531593,1
Feature Bagging,0.210166667,1261,1261,4739,0.500993912,0.79016348,1
Feature Bagging,0.207666667,1246,1246,4754,0.501138182,0.792708112,1
Feature Bagging,0.211,1266,1266,4734,0.521461165,0.796227689,1
Feature Bagging,0.213833333,1283,1283,4717,0.505280233,0.787947072,1
Feature Bagging,0.218833333,1313,1313,4687,0.504227392,0.782615395,1
Feature Bagging,0.2115,1269,1269,4731,0.498803975,0.788101339,1
Feature Bagging,0.206833333,1241,1241,4759,0.497114674,0.792221397,1
Feature Bagging,0.209833333,1259,1259,4741,0.48332353,0.784685619,1
Feature Bagging,0.207333333,1244,1244,4756,0.507645107,0.795189606,1
Feature Bagging,0.205833333,1235,1235,4765,0.498366548,0.793633091,1
Feature Bagging,0.195166667,1171,1171,4829,0.532606076,0.815238621,1
Feature Bagging,0.202333333,1214,1214,4786,0.542012638,0.811516927,1
Feature Bagging,0.206,1236,1236,4764,0.512423272,0.798090198,1
Feature Bagging,0.202166667,1213,1213,4787,0.518998194,0.804020979,1
Feature Bagging,0.215166667,1291,1291,4709,0.491719385,0.782049337,1
Feature Bagging,0.209,1254,1254,4746,0.491891434,0.788330488,1
Feature Bagging,0.202666667,1216,1216,4784,0.533292169,0.808274988,1
Feature Bagging,0.2075,1245,1245,4755,0.516045254,0.797821423,1
Feature Bagging,0.706,4236,2400,3600,0.453267426,0.27673356,0.566572238
Feature Bagging,0.701833333,4211,2400,3600,0.46957581,0.286339637,0.569935882
Feature Bagging,0.702166667,4213,2399,3601,0.455570475,0.281182264,0.569427961
Feature Bagging,0.705666667,4234,2400,3600,0.46645823,0.281499308,0.566839868
Feature Bagging,0.703833333,4223,2400,3600,0.438754877,0.274302163,0.568316363
Feature Bagging,0.7015,4209,2400,3600,0.471505584,0.287361778,0.5702067
Feature Bagging,0.71,4260,2400,3600,0.450218553,0.27191523,0.563380282
Feature Bagging,0.704,4224,2400,3600,0.451371826,0.278046046,0.568181818
Feature Bagging,0.701,4206,2400,3600,0.448950138,0.280152731,0.570613409
Feature Bagging,0.704166667,4225,2400,3600,0.437194766,0.2735241,0.568047337
Feature Bagging,0.707166667,4243,2400,3600,0.446800455,0.273563049,0.565637521
Feature Bagging,0.699666667,4198,2400,3600,0.465815337,0.287112067,0.57170081
Feature Bagging,0.703333333,4220,2400,3600,0.468848181,0.284616105,0.568720379
Feature Bagging,0.704166667,4225,2400,3600,0.451595966,0.277957903,0.568047337
Feature Bagging,0.700666667,4204,2400,3600,0.467180477,0.286621907,0.570884872
Feature Bagging,0.700833333,4205,2400,3600,0.476550002,0.289872021,0.570749108
Feature Bagging,0.701,4206,2400,3600,0.479166567,0.290691812,0.570613409
Feature Bagging,0.701666667,4210,2400,3600,0.45620961,0.281877716,0.570071259
Feature Bagging,0.704,4224,2400,3600,0.456970465,0.279877503,0.568181818
Feature Bagging,0.700166667,4201,2400,3600,0.483169258,0.293044253,0.571292549
Feature Bagging,0.709166667,4255,2400,3600,0.457171573,0.274955269,0.564042303
Feature Bagging,0.709666667,4258,2400,3600,0.463518391,0.276597366,0.563644904
Feature Bagging,0.707166667,4243,2400,3600,0.459275386,0.277585815,0.565637521
Feature Bagging,0.710833333,4265,2399,3601,0.460962664,0.274602467,0.562485346
Feature Bagging,0.708833333,4253,2400,3600,0.455908426,0.274862717,0.564307548
Feature Bagging,0.704166667,4225,2399,3601,0.451877656,0.278048045,0.567810651
Feature Bagging,0.705,4230,2400,3600,0.452317987,0.277389046,0.567375887
Feature Bagging,0.707666667,4246,2400,3600,0.469224506,0.280524389,0.565237871
Feature Bagging,0.713166667,4279,2400,3600,0.453721803,0.269982923,0.56087871
Feature Bagging,0.711392851,4040,2272,3407,0.482724917,0.281804169,0.562376238
Feature Bagging,0.705743642,4190,2375,3562,0.426540623,0.26901868,0.566825776
Feature Bagging,0.70606215,4158,2356,3533,0.404073124,0.263111249,0.566618567
Feature Bagging,0.708833333,4253,2400,3600,0.460349885,0.276333302,0.564307548
Feature Bagging,0.710333333,4262,2400,3600,0.458365711,0.27422235,0.563115908
Feature Bagging,0.710166667,4261,2400,3600,0.434249938,0.266979458,0.563248064
Feature Bagging,0.705776821,3934,2230,3344,0.476292206,0.284926283,0.566853076
Feature Bagging,0.706333333,4238,2400,3600,0.464164023,0.280054357,0.566304861
Feature Bagging,0.710666667,4264,2400,3600,0.455581397,0.272988735,0.562851782
Feature Bagging,0.7075,4245,2400,3600,0.479060332,0.284261317,0.565371025
Feature Bagging,0.707833333,4247,2400,3600,0.438025446,0.270281581,0.56510478
Feature Bagging,0.700166667,4201,2400,3600,0.456176558,0.283315268,0.571292549
Feature Bagging,0.707166667,4243,2400,3600,0.468933397,0.280908904,0.565637521
Feature Bagging,0.708666667,4252,2400,3600,0.460524701,0.276553299,0.564440263
Feature Bagging,0.698833333,4193,2399,3601,0.454267535,0.28396665,0.57214405
Feature Bagging,0.703666667,4222,2400,3600,0.470106768,0.284740782,0.568450971
Feature Bagging,0.695833333,4175,2400,3600,0.461020425,0.289158447,0.574850299
Feature Bagging,0.7025,4215,2400,3600,0.459328927,0.282119048,0.569395018
Feature Bagging,0.7045,4227,2400,3600,0.46245232,0.281245128,0.567778566
Feature Bagging,0.705666667,4234,2400,3600,0.455625361,0.277824053,0.566839868
Feature Bagging,0.700166667,4201,2400,3600,0.465306442,0.286446143,0.571292549
Feature Bagging,0.7035,4221,2400,3600,0.453896302,0.279346043,0.568585643
Feature Bagging,0.705833333,4235,2399,3601,0.469780696,0.282509618,0.566469894
Feature Bagging,0.7055,4233,2400,3600,0.448179816,0.2755908,0.566973777
Feature Bagging,0.705333333,4232,2400,3600,0.476423971,0.285409879,0.56710775
Feature Bagging,0.703833333,4223,2400,3600,0.44435169,0.275995592,0.568316363
Feature Bagging,0.706333333,4238,2400,3600,0.457334296,0.277744703,0.566304861
Feature Bagging,0.702333333,4214,2400,3600,0.448340491,0.278678985,0.569530138
Feature Bagging,0.704666667,4228,2399,3601,0.459759029,0.280166834,0.567407758
Feature Bagging,0.703833333,4223,2400,3600,0.447549869,0.276990777,0.568316363
Feature Bagging,0.705833333,4235,2400,3600,0.462273112,0.27989062,0.566706021
Feature Bagging,0.001,6,6,5994,0.499499499,0.998999,1
Feature Bagging,0.001,6,6,5994,0.499499499,0.998999,1
Feature Bagging,0.001,6,6,5994,0.499499499,0.998999,1
Feature Bagging,0.001,6,6,5994,0.499499499,0.998999,1
Feature Bagging,0.001,6,5,5995,0.499582916,0.998999167,0.833333333
Feature Bagging,0.001,6,4,5996,0.499666333,0.998999333,0.666666667
Feature Bagging,0.001,6,4,5996,0.499666333,0.998999333,0.666666667
Feature Bagging,0.001,6,6,5994,0.499499499,0.998999,1
Feature Bagging,0.001,6,5,5995,0.499582916,0.998999167,0.833333333
Feature Bagging,0.001,6,6,5994,0.499499499,0.998999,1
Feature Bagging,0.001,6,6,5994,0.499499499,0.998999,1
Feature Bagging,0.001,6,6,5994,0.499499499,0.998999,1
Feature Bagging,0.001,6,5,5995,0.499582916,0.998999167,0.833333333
Feature Bagging,0.001,6,6,5994,0.499499499,0.998999,1
Feature Bagging,0.001,6,6,5994,0.499499499,0.998999,1
Feature Bagging,0.001,6,6,5994,0.499499499,0.998999,1
Feature Bagging,0.001,6,5,5995,0.499582916,0.998999167,0.833333333
